symbol,interval,open_time,open,high,low,close,volume,turnover
ETHUSD,1,1609453500,740.2,740.25,740.2,740.25,13160,17.777777750000002
ETHUSD,1,1609453560,740.25,740.55,740.2,740.55,14656,19.79438821
ETHUSD,1,1609453620,740.55,740.55,740.5,740.55,208097,281.00345190999997
ETHUSD,1,1609453680,740.55,740.6,740.55,740.6,40089,54.13043467
ETHUSD,1,1609453740,740.6,740.6,739.85,739.9,61343,82.88660928
ETHUSD,1,1609453800,739.9,739.9,739.85,739.85,12831,17.34269081
ETHUSD,1,1609453860,739.85,739.85,739.7,739.7,761,1.0286811100000002
ETHUSD,1,1609453920,739.7,739.7,739.6,739.6,428,0.57861501
ETHUSD,1,1609453980,739.6,740.8,739.6,740.8,118433,160.0341337000001
ETHUSD,1,1609454040,740.8,740.9,740.8,740.9,17353,23.42307593
ETHUSD,1,1609454100,740.9,741,740.9,741,73814,99.61989486000002
ETHUSD,1,1609454160,741,741,740.95,740.95,3950,5.330634970000002
ETHUSD,1,1609454220,740.95,740.95,740.95,740.95,4050,5.4659558299999995
ETHUSD,1,1609454280,740.95,741.2,740.95,741.15,62594,84.46252086999999
ETHUSD,1,1609454340,741.15,741.2,741.15,741.2,23454,31.64333818
ETHUSD,1,1609454400,741.2,741.2,741.15,741.2,12818,17.293578250000003
ETHUSD,1,1609454460,741.2,741.2,741.15,741.2,90289,121.81488602999998
ETHUSD,1,1609454520,741.2,741.4,741.15,741.35,93393,125.99342335999998
ETHUSD,1,1609454580,741.35,741.45,741.35,741.45,322125,434.48144504000004
ETHUSD,1,1609454640,741.45,741.5,741.45,741.5,16125,21.747270750000006
ETHUSD,1,1609454700,741.5,741.5,741.5,741.5,66595,89.81119346999999
ETHUSD,1,1609454760,741.5,741.55,741.5,741.5,87806,118.40932210000001
ETHUSD,1,1609454820,741.5,741.55,741.5,741.55,695,0.93727398
ETHUSD,1,1609454880,741.55,741.55,741.55,741.55,970,1.30807093
ETHUSD,1,1609454940,741.55,741.55,741.5,741.5,1377,1.8569551700000004
ETHUSD,1,1609455000,741.5,741.55,741.5,741.55,4056,5.469624639999999
ETHUSD,1,1609455060,741.55,741.55,741.5,741.5,78608,106.01159064000001
ETHUSD,1,1609455120,741.5,741.95,741.5,741.95,39624,53.424443470000014
ETHUSD,1,1609455180,741.95,742.25,741.95,742.25,196174,264.36822641
ETHUSD,1,1609455240,742.25,742.45,742.25,742.45,192249,258.98577539
ETHUSD,1,1609455300,742.45,742.5,742.45,742.5,24044,32.384502000000005
ETHUSD,1,1609455360,742.5,742.75,742.5,742.75,284158,382.58051911
ETHUSD,1,1609455420,742.75,743.15,742.7,743.1,68540,92.26160130000001
ETHUSD,1,1609455480,743.1,743.15,742.2,742.2,95226,128.2098539499999
ETHUSD,1,1609455540,742.2,742.2,740.55,741.5,1041692,1405.2758911399985
ETHUSD,1,1609455600,741.5,741.55,739.95,739.95,151038,203.97003320999994
ETHUSD,1,1609455660,739.95,739.95,737.9,738.4,1242494,1682.2678231300001
ETHUSD,1,1609455720,738.4,738.4,737,738.2,849078,1151.79352591
ETHUSD,1,1609455780,738.2,738.4,737.9,737.95,66268,89.76145249999999
ETHUSD,1,1609455840,737.95,738.3,737.9,738.3,119389,161.72627687
ETHUSD,1,1609455900,738.3,739.25,738.25,738.65,106559,144.20891720999998
ETHUSD,1,1609455960,738.65,739.7,738.65,739.7,199250,269.65657779000003
ETHUSD,1,1609456020,739.7,739.7,739.5,739.55,143738,194.34924092
ETHUSD,1,1609456080,739.55,739.9,739.55,739.9,121761,164.57773281000001
ETHUSD,1,1609456140,739.9,739.95,739.9,739.95,9919,13.40559901
ETHUSD,1,1609456200,739.95,740.3,739.95,740.3,233679,315.70386243999997
ETHUSD,1,1609456260,740.3,740.3,740.15,740.3,85224,115.12286424
ETHUSD,1,1609456320,740.3,741.95,740.3,741.95,934924,1260.8752264000002
ETHUSD,1,1609456380,741.95,742.1,741.95,742.1,144744,195.07173357000042
ETHUSD,1,1609456440,742.1,742.1,741.5,742,173318,233.64221849999996
ETHUSD,1,1609456500,742,742,741.6,741.6,64194,86.55491952
ETHUSD,1,1609456560,741.6,741.6,740.9,741.3,89496,120.78377804999994
ETHUSD,1,1609456620,741.3,742.15,741.3,742.15,149083,200.90409196000004
ETHUSD,1,1609456680,742.15,742.15,741.2,741.35,75320,101.50863012000002
ETHUSD,1,1609456740,741.35,742,741.35,742,142316,191.90163052999995
ETHUSD,1,1609456800,742,742,741.95,742,17620,23.74695768
ETHUSD,1,1609456860,742,742,741.3,741.3,50662,68.33315191
ETHUSD,1,1609456920,741.3,741.3,740.5,740.55,83861,113.19859827000005
ETHUSD,1,1609456980,740.55,740.55,740.5,740.55,60140,81.21106994
ETHUSD,1,1609457040,740.55,741.05,740.55,741,106418,143.63657485000002
ETHUSD,1,1609457100,741,741.1,740.5,740.5,85964,116.07717567000003
ETHUSD,1,1609457160,740.5,740.55,740.3,740.35,107973,145.84802870000001
ETHUSD,1,1609457220,740.35,740.35,739.8,739.85,142502,192.58830433
ETHUSD,1,1609457280,739.85,739.85,739.8,739.8,28950,39.13210803
ETHUSD,1,1609457340,739.8,740.1,739.8,740.1,101781,137.56516563
ETHUSD,1,1609457400,740.1,740.15,738.95,739.25,189749,256.64109568
ETHUSD,1,1609457460,739.25,740.2,739.25,740.2,172274,232.82451354
ETHUSD,1,1609457520,740.2,740.2,739.5,739.5,135424,183.06602998000002
ETHUSD,1,1609457580,739.5,740.05,739.45,740.05,119373,161.37351353999995
ETHUSD,1,1609457640,740.05,740.05,739.9,739.9,160934,217.47837969999995
ETHUSD,1,1609457700,739.9,739.9,739.85,739.9,30277,40.92039927
ETHUSD,1,1609457760,739.9,739.9,739.2,739.25,114158,154.35541105999994
ETHUSD,1,1609457820,739.25,739.25,738.3,738.3,157734,213.58356802000006
ETHUSD,1,1609457880,738.3,738.3,737.6,738.05,265397,359.6930926499999
ETHUSD,1,1609457940,738.05,738.75,738,738.7,51119,69.21113826000001
ETHUSD,1,1609458000,738.7,738.8,738.7,738.8,4726,6.3972036
ETHUSD,1,1609458060,738.8,738.8,738.75,738.8,12654,17.12892551
ETHUSD,1,1609458120,738.8,738.8,738.6,738.6,16674,22.57084333
ETHUSD,1,1609458180,738.6,738.6,738.45,738.5,4914,6.65395625
ETHUSD,1,1609458240,738.5,738.5,736.4,736.4,561540,761.3202980099999
ETHUSD,1,1609458300,736.4,736.45,733.2,735.05,3357375,4568.979723439995
ETHUSD,1,1609458360,735.05,736.4,735.05,736.35,622874,846.8721879799998
ETHUSD,1,1609458420,736.35,736.35,736,736.05,78244,106.27653352999998
ETHUSD,1,1609458480,736.05,737,736.05,736.9,246775,335.0427154700001
ETHUSD,1,1609458540,736.9,737.5,736.85,737.5,152427,206.75345101000002
